1	0.0
2	0.0
3	0.0
4	0.1
5	1.2000000000000002
6	0.0
7	0.1
8	1.0
9	0.0
10	0.0
11	16.5
12	0.0
13	0.0
14	6.7
15	0.0
16	1.4000000000000001
17	0.0
18	2.7
19	4.5
20	3.7
21	0.5
22	0.0
23	0.0
24	0.7000000000000001
25	1.2000000000000002
26	0.0
27	1.3
28	0.0
29	1.8
30	0.0
31	0.0
32	0.8
33	0.0
34	0.1
35	0.0
36	1.5
37	0.0
38	0.5
39	0.0
40	0.0
41	2.3000000000000003
42	2.2
43	1.9000000000000001
44	0.0
45	0.0
46	1.1
47	3.1
48	0.0
49	17.0
50	0.0
51	0.0
52	1.3
53	1.5
54	0.30000000000000004
55	21.3
56	0.30000000000000004
57	0.0
58	4.4
59	0.0
60	0.0
61	0.0
62	0.0
63	0.0
64	0.0
65	0.0
66	9.700000000000001
67	0.0
68	0.4
69	12.5
70	1.4000000000000001
71	1.1
72	3.7
73	0.0
74	5.800000000000001
75	9.4
76	2.4000000000000004
77	0.8
78	2.8000000000000003
79	1.8
80	0.6000000000000001
81	0.0
82	5.1000000000000005
83	0.0
84	0.8
85	0.0
86	2.4000000000000004
87	0.0
88	0.0
89	3.9000000000000004
90	11.5
91	5.0
92	0.0
93	4.5
94	3.6
95	0.0
96	0.7000000000000001
97	3.5
98	6.1000000000000005
99	0.4
100	3.3000000000000003
101	6.2
102	0.0
103	0.0
104	0.0
105	3.1
106	1.8
107	4.1000000000000005
108	1.8
109	0.4
110	1.0
111	0.30000000000000004
112	2.0
113	5.9
114	24.400000000000002
115	0.8
116	15.4
117	23.3
118	7.6000000000000005
119	7.9
120	0.0
121	4.9
122	0.0
123	0.0
124	1.5
125	0.0
126	18.0
127	0.0
128	2.7
129	0.0
130	1.8
131	3.1
132	20.3
133	0.0
134	0.6000000000000001
135	0.0
136	2.1
137	2.7
138	0.0
139	0.2
140	0.4
141	0.5
142	0.1
143	0.0
144	0.0
145	18.400000000000002
146	0.2
147	0.0
148	0.0
149	4.2
150	1.9000000000000001
151	2.4000000000000004
152	0.0
153	0.4
154	6.2
155	0.0
156	0.0
157	0.0
158	0.0
159	0.6000000000000001
160	0.0
161	0.5
162	18.8
163	3.8000000000000003
164	21.400000000000002
165	1.8
166	0.0
167	0.0
168	0.0
169	0.0
170	0.0
171	1.1
172	3.9000000000000004
173	2.4000000000000004
174	0.30000000000000004
175	0.0
176	1.8
177	5.300000000000001
178	12.600000000000001
179	0.0
180	0.2
181	0.0
182	0.0
183	10.600000000000001
184	0.7000000000000001
185	0.0
186	0.8
187	0.2
188	0.0
189	0.0
190	0.0
191	0.0
192	0.0
193	6.300000000000001
194	1.3
195	0.5
196	1.1
197	0.1
198	0.0
199	0.0
200	0.0
201	2.1
202	0.4
203	0.1
204	7.0
205	1.3
206	0.0
207	0.1
208	0.0
209	0.0
210	4.2
211	1.5
212	0.0
213	0.30000000000000004
214	0.0
215	0.5
216	0.4
